,行政区,街区,小区,经度,纬度
2489,黄浦,人民广场,威海苑,121.4756813,31.23483176
435,静安,闸北公园,黄山锦庭,121.4757636,31.27292894
239,虹口,凉城,同心路971号,121.4758583,31.27949255
100,静安,西藏北路,天目中路260号,121.4759381,31.25161455
169,黄浦,人民广场,爱仁里,121.4759467,31.24216327
2199,黄浦,人民广场,紫华大楼,121.4759782,31.23293335
830,宝山,高境,恒盛豪庭,121.4760568,31.32892809
1131,虹口,凉城,中虹花园锦绣文华,121.4760734,31.28936513
393,黄浦,打浦桥,双钱公寓,121.4761598,31.21286475
111,静安,西藏北路,芷江中路459弄,121.4761893,31.26521903
1576,虹口,凉城,同心路957号,121.4761954,31.2792897
2356,黄浦,打浦桥,海丽花园,121.4762632,31.20930127
991,虹口,凉城,秀苑小区,121.47631,31.29501584
3184,黄浦,人民广场,重庆北路177弄,121.47632,31.23255487
325,浦东,杨思前滩,尚峰名邸,121.476367,31.15432589
2248,黄浦,人民广场,长新大楼,121.476367,31.24467588
2254,虹口,凉城,广凉苑,121.476444,31.28799337
2933,黄浦,新天地,国际广场(卢湾),121.4764641,31.22705532
1680,虹口,江湾镇,江杨家园,121.4764878,31.31537832
2314,黄浦,淮海中路,渔阳里北区,121.4765104,31.2277989
2760,虹口,江湾镇,凉城路1201弄,121.4765657,31.30958955
2826,黄浦,人民广场,黄河路107弄,121.4766324,31.24046053
2998,虹口,江湾镇,红馥里,121.476694,31.31902984
30,虹口,江湾镇,墨翠里,121.476723,31.32058686
64,闵行,吴泾,万科阳光苑,121.4767957,31.04413994
339,浦东,杨思前滩,浦江海德,121.476855,31.15603189
2985,黄浦,淮海中路,南昌路54号,121.4768673,31.22558244
2369,静安,西藏北路,海联公寓,121.4769131,31.25030691
710,闵行,吴泾,万科青藤公园,121.476969,31.04110386
452,黄浦,打浦桥,思南新苑,121.4769698,31.21477468
1482,闵行,吴泾,通海一小区,121.4769742,31.04874389
2342,虹口,凉城,科兴公寓,121.4769828,31.30649718
2461,虹口,凉城,华一小区,121.4770225,31.30537659
1058,黄浦,打浦桥,斜土新村,121.4770383,31.20542763
491,黄浦,世博滨江,春江大楼,121.477046,31.20058596
2523,黄浦,人民广场,水景苑,121.4771684,31.24467024
2241,黄浦,打浦桥,泰康路21号,121.47722,31.21393094
910,黄浦,人民广场,协和里,121.4772272,31.24138152
3107,黄浦,打浦桥,打浦路210弄,121.477275,31.20708499
1950,黄浦,打浦桥,瞿西新村,121.4773061,31.20323983
2370,静安,西藏北路,北市场小区,121.477355,31.24746689
1241,静安,西藏北路,通阁小区,121.477372,31.26726085
1570,黄浦,人民广场,宏泰公寓,121.4775671,31.23274156
2516,虹口,凉城,黄山坊,121.4775863,31.27413202
1753,静安,西藏北路,宝昌路632弄,121.477718,31.26743285
52,黄浦,淮海中路,重庆南路18号,121.4778172,31.22669025
1712,奉贤,南桥,育秀四区,121.477955,30.91797385
1372,虹口,凉城,广中扩大小区,121.4779676,31.29459371
2740,虹口,凉城,广中路368弄,121.4780236,31.28441454
129,黄浦,新天地,万宜坊,121.478082,31.22029688
1726,奉贤,南桥,绿地南桥新苑,121.4781034,30.93299504
2493,黄浦,打浦桥,建国大厦,121.4781831,31.21625669
1679,黄浦,打浦桥,打浦路339弄,121.4785523,31.20529675
1197,静安,西藏北路,万科翡翠雅宾利,121.4785614,31.26358044
142,闵行,吴泾,双柏小区,121.4785782,31.05099592
1396,黄浦,人民广场,家化中房苑,121.4786521,31.24537424
1555,虹口,凉城,凉城三村,121.478689,31.29774896
2799,奉贤,南桥,金辉天鹅湾,121.4787399,30.93168768
43,静安,西藏北路,王家宅路52号,121.478958,31.25660585
2282,黄浦,打浦桥,中山南一路1043弄,121.4791345,31.20219143
1356,黄浦,新天地,丰裕里,121.479306,31.22325653
2234,宝山,高境,三花现代城(三期金兰苑),121.4793086,31.32457757
1823,静安,西藏北路,新湖青蓝国际,121.4795613,31.26953231
1112,黄浦,打浦桥,大同花园南区,121.4795939,31.21086375
465,黄浦,打浦桥,打浦路500弄,121.4796246,31.20233622
1137,虹口,凉城,凉东小区,121.4796436,31.30197407
1416,静安,西藏北路,华侨城苏河湾行政公馆,121.4796582,31.24814223
1738,虹口,凉城,同心城,121.4797798,31.27557359
1924,虹口,江湾镇,新市家园,121.4798324,31.31083304
3174,虹口,江湾镇,奎照路4弄,121.4798324,31.31083304
438,静安,西藏北路,兴亚广场(办公楼),121.479848,31.25888285
62,黄浦,打浦桥,五岭小区,121.4799635,31.20579781
1422,虹口,凉城,佳伟小区,121.4799922,31.30624295
622,虹口,江湾镇,万峰小区,121.4800209,31.30949391
3011,黄浦,打浦桥,明德坊,121.480025,31.20776888
1973,虹口,江湾镇,万安公寓,121.4801314,31.30669811
2896,黄浦,新天地,锦麟天地雅苑,121.480133,31.22627052
2743,静安,西藏北路,临山路176号,121.4803863,31.26077525
1259,虹口,江湾镇,虹北公寓,121.4804195,31.32061786
2243,黄浦,打浦桥,南塘浜路93弄,121.4804805,31.21011996
489,奉贤,南桥,南桥路384弄,121.4805037,30.92372011
2563,静安,西藏北路,绿洲雅宾利花园(二期),121.480518,31.26499493
2059,宝山,高境,嘉骏花苑,121.4805218,31.33546763
578,青浦,盈浦,北极星广场,121.4805389,31.23592904
821,嘉定,嘉定老城,城中路94弄,121.4805389,31.23592904
1475,青浦,赵巷,泰禾红桥,121.4805389,31.23592904
2456,浦东,金杨,广洋苑,121.4805389,31.23592904
2821,闵行,春申,华唐苑,121.4805389,31.23592904
1408,虹口,凉城,车站北路491弄,121.4807015,31.30271828
2590,黄浦,打浦桥,南园新村,121.4807533,31.20352778
3172,黄浦,打浦桥,南园小区,121.4807533,31.20352778
11,奉贤,柘林,乐怡苑(奉贤),121.4808975,30.84159088
539,虹口,凉城,星苑小区,121.480916,31.30383389
2026,黄浦,新天地,瑞金新苑,121.4809365,31.21517385
2620,黄浦,打浦桥,海悦花园,121.4809612,31.20762542
613,虹口,江湾镇,金枫里,121.481073,31.3176609
2596,虹口,凉城,车站南路407弄,121.4811024,31.29960308
1,静安,西藏北路,中粮天悦壹号,121.4811239,31.24903537
1077,宝山,高境,三花现代城(二期香梅苑),121.4812848,31.32455559
2155,黄浦,人民广场,威海路172-190弄,121.4813185,31.23505562
1637,静安,西藏北路,蒙特利名都城,121.4815804,31.26108563
2946,黄浦,新天地,合肥路267-271号(单),121.4815998,31.22035779
638,黄浦,五里桥,汇龙新城,121.4817513,31.21405957
1053,虹口,江湾镇,万安路979弄,121.4817725,31.30655588
2890,黄浦,南京东路,河畔明珠,121.4818332,31.24672
418,黄浦,新天地,淡水湾花园,121.4818961,31.21642555
2930,黄浦,打浦桥,瞿溪路1032弄,121.482087,31.20466411
116,黄浦,五里桥,蒙西小区,121.4820919,31.21296111
3067,虹口,江湾镇,宝鸿小区,121.4820965,31.30839232
1613,静安,西藏北路,虬江路888弄,121.4821167,31.25803487
82,黄浦,新天地,翠湖天地嘉苑,121.4822088,31.22351732
1965,宝山,高境,三花现代城(一期丹桂苑),121.4822288,31.32314556
2104,静安,西藏北路,复地新都国际,121.4822487,31.25977997
1575,黄浦,新天地,马当小区,121.4824512,31.21926509
2534,浦东,杨思前滩,晶耀名邸二期,121.482472,31.15760986
1612,闵行,吴泾,氯碱小区,121.4826625,31.05082074
2454,黄浦,新天地,梅兰坊,121.4826837,31.2216132
1149,虹口,鲁迅公园,商业一村,121.4826949,31.2815795
739,黄浦,世博滨江,申龙大楼,121.4827632,31.20242239
3060,虹口,凉城,广中三村,121.4829664,31.28486441
1173,黄浦,世博滨江,铁道路676-684号,121.4830888,31.20228595
45,黄浦,新天地,淮海大厦,121.4831111,31.23030788
2639,虹口,鲁迅公园,何家宅小区,121.4831702,31.2792323
2568,黄浦,新天地,建德坊,121.4832463,31.21893074
70,黄浦,五里桥,开城新苑,121.4833051,31.21219472
1968,黄浦,五里桥,北蒙三小区,121.48331,31.21141975
184,黄浦,五里桥,卢湾都市花园,121.4834999,31.20687697
2598,黄浦,世博滨江,卢湾城市花园,121.4835565,31.19969714
2763,黄浦,五里桥,桃源兴城苑,121.4836816,31.21019764
598,浦东,杨思前滩,晶耀名邸三期,121.483685,31.15733398
529,静安,西藏北路,奔腾新干线,121.483702,31.26295785
1189,黄浦,新天地,翠湖天地御苑,121.483723,31.22379918
1865,虹口,凉城,广中五村,121.4837497,31.28448004
477,虹口,鲁迅公园,中山北一路140弄,121.4838186,31.27789812
253,静安,西藏北路,长征大厦,121.4838908,31.26626085
1820,虹口,江湾镇,水电路1381弄,121.4838937,31.30370492
2037,宝山,淞南,都市花苑,121.4839973,31.34334376
109,虹口,凉城,复旦小区,121.4841544,31.30258969
284,虹口,凉城,广中四村,121.4843193,31.28575882
1847,黄浦,新天地,济南路8号,121.4843226,31.22756522
1287,黄浦,五里桥,华丽家族汇景天地(商业类),121.4843749,31.20456095
805,浦东,杨思前滩,前滩东方惠礼,121.484444,31.16528299
2021,宝山,高境,象屿郦庭,121.4844566,31.33492864
1898,虹口,鲁迅公园,钧茂公寓,121.4845983,31.27354113
3098,静安,西藏北路,宝山路499弄,121.4846414,31.26320394
44,黄浦,世博滨江,紫荆新苑,121.4846544,31.19837611
3038,虹口,凉城,友谊二村,121.4846873,31.29044596
2189,黄浦,五里桥,永业公寓,121.4848599,31.21439536
798,黄浦,南京东路,中福大厦,121.4849493,31.23978853
1928,黄浦,南京东路,同兴大楼,121.485074,31.2386679
1671,黄浦,南京东路,中福城,121.485103,31.23918584
2509,宝山,高境,高境二村,121.485191,31.3278019
2196,虹口,凉城,广中二村,121.4852607,31.28458136
2583,黄浦,新天地,翠湖天地隽荟,121.4852877,31.2223552
1194,虹口,四川北路,宝虹新苑,121.4854333,31.26905278
2261,黄浦,五里桥,蒙自路440弄,121.4854366,31.20795312
2880,宝山,淞南,三湘海尚城(公寓),121.48548,31.34888087
28,黄浦,五里桥,丽园路710弄,121.4855036,31.2128229
101,虹口,四川北路,虹祺花苑(公寓),121.4855623,31.27041416
2070,宝山,淞南,湘源大厦,121.4857474,31.35100597
1331,虹口,凉城,灵新小区,121.4859254,31.29396484
2447,黄浦,五里桥,五里桥路269弄,121.485939,31.2095841
55,静安,西藏北路,苏河湾中心润府,121.4860288,31.24996284
1623,静安,西藏北路,申桂公寓,121.4862549,31.2640406
3185,黄浦,新天地,翠湖天地五期,121.486398,31.22505478
153,虹口,江湾镇,新申小区,121.4864823,31.30248438
189,浦东,杨思前滩,江悦名庭,121.4865048,31.1545915
183,浦东,张江,建中路126弄,121.4865333,31.22551242
1886,浦东,杨思前滩,海悦华庭,121.486539,31.15572588
48,宝山,淞南,淞南十村,121.486715,31.33889291
1157,宝山,淞南,淞南七村,121.486715,31.33889291
602,虹口,江湾镇,海尚逸苑,121.48674,31.3181329
965,宝山,高境,高境一村,121.4867516,31.32533533
1987,黄浦,五里桥,丽园路642号,121.4867968,31.21293486
1663,黄浦,老西门,复兴珑御二期,121.4869089,31.23069285
225,虹口,江湾镇,文新小区,121.4869804,31.30840451
2478,黄浦,五里桥,局门路165号,121.4871135,31.21317043
1387,虹口,江湾镇,新一小区,121.4872273,31.29935261
2663,静安,西藏北路,圣和圣广场丽晶馆,121.4873459,31.2526681
563,静安,西藏北路,圣和圣广场(公寓),121.4873766,31.25265653
1166,黄浦,豫园,瑞福小区,121.4874532,31.23492146
567,浦东,杨思前滩,中粮前滩海景壹号,121.4875114,31.16611326
1086,黄浦,五里桥,桥一小区,121.487703,31.20851794
499,黄浦,五里桥,丽园路574弄,121.487858,31.21288622
354,浦东,杨思前滩,前滩东方逸品,121.4878784,31.15598546
1009,黄浦,五里桥,新家坡园景苑,121.4878987,31.21583622
1390,静安,江宁路,曼克顿豪庭,121.4879611,31.24172994
1832,黄浦,世博滨江,绿地黄浦滨江,121.48806,31.20230989
2830,虹口,江湾镇,新电小区,121.4881001,31.2963858
80,虹口,凉城,曲阳名邸,121.4881229,31.2930699
537,黄浦,老西门,桃源新村,121.4884122,31.23107497
2475,黄浦,老西门,中海建国里,121.4884275,31.22102792
1707,黄浦,五里桥,丽丽小区,121.488528,31.21200385
1382,黄浦,老西门,公馆77,121.4887183,31.21956235
2479,虹口,四川北路,中州路123号,121.4887524,31.25913744
192,奉贤,南桥,馨雅名筑,121.4887626,30.92335696
521,宝山,淞南,新城尚景,121.488883,31.34877139
2287,虹口,江湾镇,枫叶公寓,121.4888922,31.29756467
2367,虹口,江湾镇,文治福邸,121.488919,31.30363488
484,黄浦,蓬莱公园,恒升大厦,121.489009,31.21677885
696,虹口,凉城,景明大厦,121.489018,31.2954989
3129,宝山,高境,逸仙华庭,121.4890391,31.32124231
2921,长宁,镇宁路,畅园,121.489223,31.25526594
2264,宝山,淞宝,宝钢二村,121.489301,31.40963035
66,浦东,杨思前滩,东方悦耀,121.489424,31.15600988
1851,虹口,四川北路,外滩99,121.4895843,31.25006101
405,黄浦,老西门,老西门新苑,121.4896939,31.22187646
2645,虹口,江湾镇,华进公寓,121.48981,31.3084781
2744,虹口,鲁迅公园,东体育会路119弄,121.4898927,31.27953506
2842,虹口,江湾镇,场中路10弄,121.4899569,31.31359971
1530,黄浦,南京东路,北京东路335-355号,121.4900106,31.24594223
2708,虹口,四川北路,河滨大楼,121.4900486,31.24910737
261,黄浦,五里桥,丽园新村,121.4900738,31.2111448
1816,浦东,世博,新世纪花苑(一期)(浦东),121.4901504,31.18084655
1042,黄浦,蓬莱公园,陆家浜路1382弄,121.4901747,31.21633895
2432,虹口,凉城,中山北一路805号,121.4901894,31.2925329
2283,闵行,浦江,浦恒馨苑,121.490439,31.11849386
3093,虹口,江湾镇,吴家湾路101弄,121.4910215,31.29902932
244,黄浦,五里桥,汝南街小区,121.491027,31.20840791
3169,宝山,淞宝,泗东新村,121.4910876,31.3733849
2392,宝山,淞南,淞南一村,121.491118,31.3482509
549,黄浦,南京东路,世福汇,121.4911972,31.23802438
728,黄浦,南京东路,中福世福汇,121.4911972,31.23802438
1811,黄浦,老西门,实华公寓,121.4912154,31.22043421
1850,黄浦,老西门,复兴珑御一期,121.4914448,31.2227829
1769,黄浦,五里桥,制造局后街24-28号,121.4915856,31.23724715
2022,黄浦,五里桥,斜土路338-368号,121.4915856,31.23724715
299,浦东,杨思前滩,恒大华城天地苑,121.4916339,31.16481037
698,宝山,淞南,淞南五村,121.4916374,31.34488479
2300,宝山,淞南,淞南老五村,121.4916374,31.34488479
376,黄浦,世博滨江,融创滨江壹号院,121.4916498,31.20408212
3073,黄浦,老西门,开元坊,121.4916636,31.21934078
163,黄浦,豫园,露香苑,121.4917894,31.23121624
342,虹口,江湾镇,新海城,121.4918625,31.3073269
289,虹口,江湾镇,三九大厦,121.4918642,31.29767992
2634,黄浦,豫园,东淮海公寓,121.49204,31.23313004
2878,黄浦,蓬莱公园,黄浦新苑(公寓),121.492184,31.21625384
2397,黄浦,世博滨江,制造局路779-781号,121.4921986,31.20530401
3087,黄浦,淮海中路,明德里,121.4923262,31.23449914
2860,宝山,淞南,淞南六村东区,121.4925025,31.34284282
154,黄浦,南京东路,上海大楼,121.4925376,31.24557445
812,浦东,三林,涵清苑,121.4928083,31.14927165
2269,黄浦,世博滨江,瞿四小区,121.4928419,31.20676849
2607,虹口,四川北路,国际明佳城,121.492916,31.26092288
3025,黄浦,世博滨江,南康公寓,121.4930581,31.20454396
1103,黄浦,蓬莱公园,西凌新邨,121.4930752,31.21097169
1306,宝山,淞南,淞南新新五村,121.4933395,31.34477585
2559,浦东,杨思前滩,恒大华城东林苑,121.4934788,31.16449212
3082,虹口,鲁迅公园,四达路210弄,121.4935684,31.27392948
2412,虹口,鲁迅公园,欧九小区,121.4936417,31.28066953
2558,闵行,浦江,保利茉莉公馆二期,121.493736,31.10016583
1599,闵行,浦江,万科早城(一期),121.49374,31.11073088
1920,黄浦,世博滨江,中山南一路256弄,121.4937862,31.20560986
432,黄浦,老西门,沙家街小区,121.4938012,31.21888009
1212,宝山,淞宝,宝林枫景苑,121.4939468,31.3748894
1791,宝山,淞宝,宝钢一村,121.4939604,31.41068066
1243,黄浦,豫园,佳日公寓,121.4939967,31.23067965
409,黄浦,蓬莱公园,明珠家园(黄浦),121.4940482,31.20841801
1361,奉贤,南桥,光明九胤,121.494103,30.96263087
1906,黄浦,蓬莱公园,锦凯华苑,121.4941137,31.21408335
861,宝山,淞宝,宝林二村,121.4941298,31.40661643
2655,浦东,杨思前滩,恒大华城梅山苑,121.494165,31.16607487
266,奉贤,南桥,桐南美麓,121.494475,30.96053086
1323,黄浦,蓬莱公园,瞿溪路463弄,121.494563,31.20911287
2672,虹口,曲阳,西南小区,121.494628,31.28358879
3089,黄浦,老西门,兴林公寓,121.4946849,31.21894487
1952,浦东,杨思前滩,三杨新村二街坊,121.4948446,31.16231408
1866,宝山,淞南,鹏程花苑,121.4950854,31.34305069
837,黄浦,豫园,太阳都市花园一期,121.4950872,31.22848719
1735,宝山,淞南,盛世宝邸(一期),121.49509,31.34101299
2832,黄浦,世博滨江,唐家宅小区,121.4952508,31.20777105
1315,虹口,临平路,瑞嘉苑,121.495268,31.26192648
1927,黄浦,蓬莱公园,海洲丽园,121.4954647,31.21599535
2457,黄浦,蓬莱公园,瞿二小区,121.4955904,31.21181604
768,浦东,三林,凌虹苑,121.4956273,31.14404094
1785,黄浦,老西门,新世纪大厦,121.4956961,31.21831896
1156,奉贤,南桥,保利象屿公园悦府,121.4957681,30.95802668
2467,虹口,北外滩,恒升半岛,121.49592,31.2531679
