行政区,街区,小区,经度,纬度,1000米内最近地铁站距离,1000米内最近公交车站距离,1000米内购物中心数量,1000米内公司数量,1000米内公园数量,1000米内医院数量
徐汇,徐家汇,青松小区,121.4556319,31.20374005,216,133,8,113,3,8
浦东,南码头,沂南路54弄,121.5163556,31.20370453,195,119,1,89,1,2
徐汇,斜土路,日晖七村,121.4661761,31.20370399,555,62,1,86,0,6
徐汇,徐家汇,肇嘉浜路853弄,121.452797,31.203702,435,133,16,102,3,11
长宁,古北,民航古北公寓,121.4069056,31.20369704,207,147,5,105,2,6
浦东,北蔡,惠德新邨,121.569748,31.203589,779,91,1,97,1,0
长宁,古北,东湖小区,121.3972074,31.20357758,202,151,3,83,3,4
徐汇,徐家汇,石油公寓,121.4397051,31.20353658,399,148,18,80,7,9
黄浦,打浦桥,南园新村,121.4807533,31.20352778,174,127,8,99,1,5
长宁,虹桥,虹桥路1031号,121.419828,31.20339767,163,240,4,82,1,5
徐汇,徐家汇,乐山二村,121.437117,31.20330385,576,237,17,93,4,9
黄浦,打浦桥,瞿西新村,121.4773061,31.20323983,432,165,7,104,1,6
徐汇,徐家汇,乐山四五村,121.4387349,31.20323435,443,184,18,90,6,9
浦东,南码头,海关大楼,121.5177635,31.20320547,230,123,1,86,1,3
青浦,徐泾,玉兰清苑,121.3044977,31.20315705,660,168,0,61,0,0
闵行,金汇,新东苑国际酒店式公寓,121.2842868,31.20314864,952,99,1,83,0,2
浦东,张江,益丰新村,121.637967,31.203094,774,202,1,89,2,0
浦东,川沙,凌川佳苑,121.72833,31.20301814,542,291,0,26,0,0
长宁,虹桥,虹东小区,121.4211814,31.20297667,265,151,2,88,1,36
浦东,北蔡,聚龙家园,121.57504,31.202976,1001,241,0,53,0,0
黄浦,打浦桥,南园小区,121.480363,31.20297489,245,99,8,101,1,5
徐汇,徐家汇,橡胶小区,121.4530019,31.20288932,464,138,16,99,3,11
徐汇,徐家汇,淮海鑫城苑,121.4312838,31.20283667,314,155,2,100,3,10
徐汇,徐家汇,秀山支路5弄,121.4369833,31.20274756,561,260,17,97,4,9
浦东,南码头,东方城市花园(二期),121.5306401,31.20265745,702,393,1,94,2,2
徐汇,斜土路,茶陵路149号,121.4740574,31.20262479,480,181,5,110,1,5
徐汇,徐家汇,名仕苑,121.4411649,31.20259598,233,83,17,84,6,9
黄浦,世博滨江,申龙大楼,121.4827632,31.20242239,316,71,8,90,2,5
黄浦,打浦桥,打浦路500弄,121.4796246,31.20233622,339,116,8,105,1,5
徐汇,徐家汇,乐山大楼,121.4396517,31.20232047,313,66,18,98,6,10
黄浦,世博滨江,绿地黄浦滨江,121.48806,31.20230989,91,98,8,102,3,7
黄浦,世博滨江,铁道路676-684号,121.4830888,31.20228595,344,105,8,90,2,5
长宁,古北,御翠豪庭,121.406373,31.20228,273,195,3,103,2,6
浦东,川沙,石皮路小区,121.709008,31.202279,1001,218,5,89,3,5
浦东,南码头,临沂大楼,121.5249639,31.20225846,408,217,1,86,3,4
徐汇,斜土路,协和公寓,121.4693172,31.20225437,273,158,1,101,0,4
黄浦,打浦桥,中山南一路1043弄,121.4791345,31.20219143,377,133,8,102,1,5
闵行,七宝,保利名苑(别墅),121.3848754,31.20215221,293,316,1,83,0,1
徐汇,徐家汇,兆丰帝景苑,121.4498313,31.20209282,647,146,17,95,3,28
长宁,古北,古北国际花园,121.40878,31.20190302,369,134,2,101,2,6
徐汇,徐家汇,虹二小区,121.4318313,31.2018614,394,91,2,104,3,8
浦东,川沙,金象华庭,121.6847018,31.20184897,279,127,2,73,0,0
徐汇,斜土路,茶陵小区,121.4745322,31.20180889,468,222,6,109,1,6
浦东,张江,玉兰香苑二期A块,121.634997,31.201591,763,56,0,94,2,0
浦东,川沙,新德公寓(浦东),121.694744,31.201568,723,162,6,100,0,3
浦东,北蔡,培花久远公寓,121.566442,31.201565,456,99,1,74,1,0
长宁,古北,维多利亚(公寓),121.400929,31.20151375,458,223,3,85,2,6
长宁,古北,古北瑞仕花园,121.4107196,31.20145769,381,118,2,101,2,7
长宁,新华路,虹南大楼,121.4250821,31.20139584,347,76,3,114,3,10
浦东,南码头,临沂七村,121.5207364,31.20124804,382,145,1,91,3,3
徐汇,徐家汇,乐山八九村,121.4359049,31.20120627,621,119,12,100,3,10
徐汇,徐家汇,斜土路1674弄,121.4613435,31.20118874,436,155,2,98,1,10
长宁,古北,马赛花园,121.402917,31.20116287,402,176,3,91,2,7
浦东,北蔡,陆家嘴锦绣前城,121.5406,31.201036,997,385,1,85,1,1
浦东,北蔡,花木新村,121.564083,31.200952,410,92,1,76,1,8
徐汇,斜土路,零陵公寓,121.4704107,31.20086101,110,149,3,100,0,4
长宁,古北,巴黎花园,121.4014181,31.20080912,514,304,3,86,2,6
徐汇,斜土路,西木小区,121.464971,31.200581,497,260,2,102,0,8
徐汇,徐家汇,虹枫大楼,121.4374462,31.20057545,474,21,19,96,3,9
青浦,重固,摩登蜂巢,121.2039043,31.20045383,1001,251,0,123,0,1
徐汇,斜土路,日晖二村,121.472879,31.200243,263,213,3,104,2,2
浦东,南码头,临沂二村,121.5170888,31.20010649,246,136,3,83,2,3
徐汇,徐家汇,广元西路420弄,121.4370487,31.20008804,517,44,19,96,3,10
徐汇,徐家汇,虹桥乐庭,121.4326146,31.20006541,562,145,3,103,3,9
长宁,古北,古北嘉年华庭,121.4151248,31.20001112,386,133,2,97,0,8
长宁,古北,鹿特丹花园,121.4017163,31.1998505,585,233,3,86,2,5
长宁,古北,古北国际广场,121.4125153,31.19979058,256,116,1,99,1,9
长宁,新华路,长虹小区,121.4278329,31.19977081,387,358,3,118,3,12
黄浦,世博滨江,卢湾城市花园,121.4835565,31.19969714,585,177,7,96,2,5
长宁,古北,广场大厦,121.3989206,31.19967985,598,317,3,83,2,3
徐汇,徐家汇,阳光名苑,121.455983,31.19955907,546,26,9,85,2,10
长宁,古北,雅典花苑,121.4039016,31.19951861,547,127,3,90,2,6
浦东,南码头,东方佳苑,121.5265853,31.1995017,299,202,1,98,2,2
长宁,西郊,虹桥中园,121.3754088,31.19947459,393,276,0,79,2,2
长宁,西郊,虹桥商务别墅,121.3879312,31.19942849,132,138,1,98,0,2
徐汇,徐家汇,实业公寓,121.4434016,31.19927791,155,119,20,104,5,6
浦东,北蔡,由由一村,121.533713,31.199271,681,126,1,105,3,3
徐汇,徐家汇,东方时空公寓,121.433951,31.199114,728,157,7,94,3,9
浦东,南码头,临沂三村,121.515889,31.199079,271,36,3,82,1,2
徐汇,徐家汇,宛平南路268弄,121.4522436,31.19906447,828,239,17,80,3,13
浦东,川沙,江凌苑,121.741282,31.198898,1001,253,0,44,0,0
长宁,古北,华园,121.399147,31.19888987,688,304,3,86,2,3
徐汇,徐家汇,徐汇御苑,121.4609339,31.19883473,174,200,2,88,2,11
长宁,西郊,延北小区,121.3910331,31.19877838,431,63,2,105,0,2
青浦,徐泾,罗家锦苑,121.292588,31.19858592,674,166,0,26,0,1
徐汇,徐家汇,番南小区,121.4320939,31.19857168,649,62,3,101,3,9
长宁,古北,虹欣小区,121.4249106,31.19851364,604,337,3,113,3,4
徐汇,徐家汇,永新城,121.4487544,31.19845341,580,30,19,91,4,9
黄浦,世博滨江,紫荆新苑,121.4846544,31.19837611,627,195,7,94,3,5
长宁,古北,四季晶园,121.402248,31.1983409,715,65,3,84,2,4
徐汇,徐家汇,元福大厦,121.4386003,31.19825935,460,95,20,98,3,8
长宁,古北,领尚国际酒店公寓,121.4209128,31.19820352,534,93,3,96,1,9
长宁,古北,上城Uptown,121.4046111,31.1980578,702,160,2,85,2,5
浦东,川沙,江绣苑,121.7009216,31.19801479,664,193,7,77,2,4
浦东,北蔡,由由二村,121.534925,31.197918,584,162,1,105,3,3
浦东,川沙,川沙路5046弄,121.7046698,31.19788374,560,67,5,73,3,4
徐汇,徐家汇,天际花园,121.450959,31.1978,668,88,18,81,3,11
徐汇,徐家汇,海天公寓,121.4481427,31.19776945,567,124,22,90,3,9
浦东,川沙,东都小区,121.710086,31.19776,766,80,5,84,3,3
浦东,南码头,临沂六村,121.52082,31.1977503,284,52,3,90,3,3
徐汇,徐家汇,尊园,121.4461889,31.19768698,434,173,22,95,3,8
长宁,古北,虹南小区,121.424651,31.19753585,711,287,3,113,4,10
徐汇,徐家汇,斜土路2200弄,121.4567191,31.19753523,414,215,5,92,2,10
徐汇,徐家汇,吴东小区,121.429241,31.19747485,653,148,4,120,2,11
徐汇,徐家汇,红旗教师公寓,121.4558706,31.19746288,494,198,10,95,3,10
长宁,西郊,程桥一村,121.3774158,31.19736573,285,102,0,89,1,2
徐汇,斜土路,枫林新村,121.466132,31.197255,481,171,4,94,2,9
浦东,南码头,华丰新苑,121.5160107,31.19718765,287,72,3,80,2,2
闵行,金虹桥,恒盛苑,121.4126731,31.19718495,47,38,2,101,1,8
徐汇,徐家汇,华狮国际公寓,121.4482716,31.19707912,598,189,21,90,3,9
长宁,西郊,森晟世洋国际广场,121.390556,31.19695034,500,71,1,102,0,2
徐汇,徐家汇,南天大楼,121.4490683,31.19694664,569,118,20,88,3,9
浦东,南码头,港机新村,121.5147384,31.19681096,210,87,3,77,1,2
长宁,西郊,虹梅花苑,121.385823,31.196664,385,245,1,100,0,2
徐汇,徐家汇,南虹公寓,121.438406,31.19649388,612,67,18,97,3,6
徐汇,徐家汇,莱诗邸,121.4462428,31.1964877,546,135,21,98,3,6
徐汇,徐家汇,徐虹路112弄,121.4379667,31.19637279,589,53,15,96,3,6
浦东,北蔡,由由五村,121.538856,31.196346,741,144,1,102,2,3
闵行,金虹桥,名都城(公寓),121.4004149,31.19631201,989,226,2,98,1,1
闵行,金虹桥,东方明珠小区,121.4114515,31.19629765,156,126,1,88,1,8
徐汇,田林,锦馨苑,121.4223289,31.19610644,626,294,3,92,1,8
徐汇,徐家汇,徐虹华庭,121.4327505,31.19609525,402,215,5,88,3,6
长宁,西郊,程桥二村,121.3818181,31.19595053,653,154,2,105,0,3
闵行,金虹桥,虹田苑,121.3934917,31.19587925,791,197,2,104,0,1
浦东,南码头,天健浦荟大楼,121.519483,31.19582187,508,201,3,85,3,2
徐汇,徐家汇,王家堂小区,121.4507808,31.19578449,445,124,17,91,3,11
徐汇,徐家汇,柿子湾小区,121.4364651,31.19575453,444,144,10,98,3,5
浦东,川沙,桃园公寓(川沙),121.707641,31.1957499,444,190,4,81,3,4
闵行,金虹桥,古北虹苑（二期）,121.4138718,31.19572148,245,155,2,94,1,6
浦东,南码头,建业新村,121.5294062,31.19570156,352,172,1,98,3,3
徐汇,徐家汇,明华苑,121.4383303,31.19551143,552,48,15,94,3,3
青浦,华新,新丰公寓,121.241752,31.195428,794,134,1,112,0,0
徐汇,徐家汇,南丹路128弄,121.4390336,31.19541729,602,99,17,95,3,5
浦东,北蔡,华安公寓(浦东),121.566518,31.195413,247,106,2,97,2,5
浦东,北蔡,龙港新村,121.570039,31.195343,481,103,1,104,2,0
徐汇,徐家汇,福源汇居,121.4472985,31.19534269,455,108,20,88,3,9
徐汇,徐家汇,光启公寓,121.4394079,31.19527165,624,138,20,98,3,5
浦东,北蔡,华佳花园,121.568494,31.195258,367,149,2,102,2,1
徐汇,徐家汇,颐峰苑,121.4378835,31.19497302,483,108,12,94,3,3
徐汇,徐家汇,爱博大厦,121.4525934,31.19491494,429,163,14,97,2,8
长宁,西郊,宝北小区,121.378638,31.19485726,376,208,1,95,0,3
浦东,张江,川杨新苑(四期),121.644304,31.194847,778,105,1,49,2,0
徐汇,徐家汇,金轩公寓,121.4460755,31.19477208,481,118,19,93,2,6
徐汇,徐家汇,嘉汇国际广场,121.4495923,31.19463662,309,123,18,85,2,8
徐汇,徐家汇,爱邦大厦,121.4539623,31.19456959,495,170,7,106,2,8
徐汇,康健,康健星辰,121.4433964,31.19455677,637,212,21,96,1,4
浦东,南码头,浦三路628弄,121.5224524,31.1943234,507,197,3,94,3,3
浦东,张江,川杨新苑(三期),121.64054,31.194304,424,212,1,48,2,0
徐汇,徐家汇,泰德苑,121.4378033,31.19430092,439,181,11,93,3,3
闵行,金虹桥,海叶公寓,121.4163782,31.19429583,524,113,1,90,1,5
徐汇,徐家汇,凯旋路2280弄,121.4330207,31.1942871,201,15,4,89,3,5
徐汇,徐家汇,通汇公寓,121.4463573,31.19425884,423,179,19,92,2,7
长宁,西郊,嘉利豪园,121.3754222,31.1942542,196,137,1,86,1,3
徐汇,徐家汇,上海五月天(公寓),121.4482848,31.19408377,286,63,19,87,2,7
徐汇,徐家汇,锦汇苑,121.4404903,31.19406902,647,149,18,103,1,2
徐汇,徐家汇,斜土路2588号,121.4504354,31.19396631,241,160,16,88,2,8
浦东,北蔡,由由七村,121.533504,31.193881,164,162,1,103,4,3
青浦,徐泾,上海蟠龙天地,121.284554,31.193877,164,140,0,81,0,3
浦东,塘桥,锦南花苑,121.53774,31.215318,409,158,1,105,1,3
浦东,塘桥,新都花园,121.539079,31.218445,456,106,1,107,2,3
浦东,塘桥,金龙东苑,121.534667,31.214793,314,173,4,100,1,7
浦东,塘桥,春之声公寓,121.531767,31.214816,397,168,5,98,1,4
闵行,金虹桥,名都古北,121.4066448,31.19363261,689,122,0,95,1,0
浦东,南码头,南码头路193弄,121.5197941,31.19359639,393,235,3,85,2,2
长宁,西郊,龙柏花苑(公寓),121.3665484,31.19357595,837,384,0,80,2,1
闵行,金虹桥,奥森花苑,121.3858814,31.1935248,729,120,2,101,0,3
徐汇,徐家汇,零陵小区,121.4509931,31.19350457,213,92,14,92,3,8
闵行,金虹桥,华光花园,121.392489,31.19318586,938,144,1,98,0,1
徐汇,徐家汇,徐虹公寓,121.4322207,31.19302878,145,143,6,84,3,8
浦东,张江,川杨新苑(二期),121.632103,31.19288,427,262,0,69,2,0
徐汇,徐家汇,东安二村,121.4599778,31.19283108,394,253,5,85,1,9
徐汇,徐家汇,东安四村,121.4566631,31.19266118,656,92,7,104,2,8
闵行,金虹桥,古北壹号,121.4002911,31.19263562,1001,162,0,108,1,1
闵行,金虹桥,程家桥路221弄,121.3810714,31.19254765,699,102,1,97,0,3
徐汇,徐家汇,尚光徐汇中心,121.435508,31.19251383,176,228,6,88,2,6
浦东,张江,孙桥花苑,121.6374986,31.19220461,316,152,1,54,2,0
徐汇,徐家汇,玉兰花苑,121.4414485,31.19213765,414,185,12,99,1,1
青浦,徐泾,中骏天璟,121.295031,31.19210483,473,172,0,33,0,1
浦东,北蔡,天池一村,121.550402,31.192072,405,206,0,47,2,9
徐汇,万体馆,天钥新村,121.45293,31.192062,296,176,10,93,2,8
浦东,川沙,大洪佳苑,121.7440109,31.19204475,1001,358,0,47,0,0
浦东,世博,凯德嘉博名邸,121.528697,31.191872,345,301,0,99,3,3
浦东,北蔡,锦华花园,121.54518,31.191845,239,178,2,60,4,3
徐汇,徐家汇,漕溪大楼,121.442499,31.19164641,326,90,13,95,1,1
徐汇,徐家汇,宜德苑,121.4325426,31.19158169,151,171,5,85,2,8
浦东,世博,六里二村,121.52566,31.191518,626,113,0,85,3,2
闵行,龙柏,永怡公寓,121.3743132,31.19138329,512,59,1,80,1,3
闵行,金汇,虹井小区,121.3760344,31.19129734,530,158,2,82,0,3
浦东,北蔡,大华锦绣华城(一街区),121.533431,31.191231,277,128,2,104,5,3
浦东,张江,申城佳苑一期B块,121.6422951,31.19114667,714,129,1,66,0,0
浦东,川沙,妙栏路200弄,121.6939014,31.19099754,1001,143,3,88,0,2
徐汇,徐家汇,上影广场(徐汇),121.4457307,31.19098881,325,233,13,89,1,2
徐汇,徐家汇,上影公寓,121.4476467,31.19095282,188,215,12,89,1,4
徐汇,龙华,东安五村,121.4590932,31.19072574,399,192,6,83,1,8
浦东,北蔡,大华锦绣华城(十街区),121.542203,31.1906989,527,100,2,65,3,3
徐汇,万体馆,龙山新村,121.452206,31.190649,264,245,7,91,1,4
徐汇,徐家汇,泰德花苑,121.4386538,31.1906331,497,424,8,89,1,2
浦东,张江,申城佳苑一期C块,121.6402807,31.19060568,611,74,1,64,0,0
长宁,西郊,虹桥机场新村,121.3594112,31.19051996,956,224,0,110,0,1
闵行,金汇,虹桥衡园,121.37618,31.1904659,623,203,5,80,0,3
浦东,川沙,鼎鑫名流世家,121.716119,31.19044,1001,180,0,83,0,1
徐汇,徐家汇,电影华苑,121.4466225,31.19043562,300,283,10,84,1,2
青浦,华新,欣乐苑（东苑）,121.2439095,31.19042605,1001,96,0,16,1,0
徐汇,龙华,宛南一村,121.4570533,31.19036272,594,124,7,89,1,8
浦东,北蔡,天池二村,121.5496273,31.19033469,470,90,1,47,2,8
闵行,金虹桥,翡翠名都,121.406959,31.19019884,957,162,0,96,1,1
闵行,金虹桥,古北首席,121.4171825,31.19015127,301,236,2,76,1,6
闵行,金虹桥,古北金鹰府,121.3863854,31.19014648,1001,118,5,81,0,4
徐汇,徐家汇,凯旋花苑,121.4395602,31.19005859,393,341,9,100,1,3
闵行,金虹桥,流晶逸彩,121.388527,31.19001789,1001,88,2,88,0,3
徐汇,徐家汇,中漕小区,121.4415365,31.18999001,222,184,9,85,1,3
徐汇,万体馆,北海大厦,121.450426,31.18996684,196,86,6,96,1,3
徐汇,龙华,龙南三四村,121.4441253,31.18982281,129,160,9,91,1,3
浦东,张江,圣宇豪庭,121.6378476,31.18970936,589,114,1,67,0,0
浦东,张江,申城佳苑二期A块,121.6458969,31.18955019,1001,219,1,75,0,0
徐汇,田林,凯托大厦,121.4313494,31.18939519,414,228,4,102,1,7
青浦,华新,徐泾北城欣沁苑东区,121.2463064,31.1893046,917,102,1,13,1,0
闵行,金汇,金汇花园一街坊,121.3794744,31.1890638,686,107,7,84,1,5
闵行,金汇,金汇华光城,121.381258,31.18890687,748,156,6,87,2,5
青浦,徐泾,中建锦绣天地,121.2911,31.18888184,281,124,0,49,0,1
闵行,龙柏,龙柏一村,121.375613,31.18884987,630,155,5,75,1,2
徐汇,田林,百第宜山大楼,121.4323053,31.18880546,436,128,4,85,1,2
闵行,龙柏,龙柏二村,121.3683362,31.18878801,1001,171,0,74,0,2
闵行,龙柏,嘉富丽苑,121.3667837,31.18867379,1001,103,0,88,0,1
青浦,徐泾,久事西郊名墅,121.3132673,31.18865324,958,407,2,105,1,0
青浦,华新,徐泾北城欣沁苑中区,121.243645,31.188614,930,94,1,14,1,0
闵行,金虹桥,古北尚郡,121.3900305,31.18858991,1001,156,2,96,1,4
徐汇,万体馆,龙吴路9弄,121.447698,31.18858682,333,223,8,85,0,3
徐汇,龙华,宛南四村,121.4560612,31.18846766,703,120,7,88,1,2
浦东,川沙,华川家园,121.720691,31.18840858,1001,145,0,20,0,0
青浦,华新,徐泾北城欣沁苑西区,121.239972,31.188271,1001,55,0,24,1,0
浦东,张江,申城佳苑二期C块,121.640944,31.18819187,866,178,1,74,0,0
徐汇,龙华,龙华路2373弄,121.458604,31.18816785,527,97,5,73,1,3
浦东,世博,东盛公寓,121.5271079,31.18815032,735,131,1,94,2,2
浦东,北蔡,大华锦绣华城(十二街区),121.545847,31.188017,297,224,2,50,2,2
青浦,徐泾,招商虹桥公馆,121.259114,31.18791886,496,469,0,28,0,0
徐汇,龙华,宛南五村,121.4547048,31.18762584,659,83,6,90,1,4
闵行,金虹桥,虹梅路2986弄,121.4000037,31.18759402,1001,161,1,99,2,2
青浦,华新,瑞和锦庭-东区,121.2365047,31.18756776,1001,155,0,102,0,0
浦东,北蔡,海上国际花园(一期),121.5516867,31.1873872,512,166,2,47,1,2
徐汇,龙华,中煌大厦,121.4523631,31.1871969,456,232,5,93,1,4
浦东,北蔡,大华锦绣华城(十一街区),121.541393,31.18717983,547,152,2,62,3,3
青浦,徐泾,仁恒西郊花园,121.264452,31.1871382,531,377,1,84,0,0
徐汇,徐汇滨江,尚海湾豪庭(二期）,121.4677888,31.1870612,588,389,5,80,2,1
徐汇,龙华,宛南华侨新村,121.4568424,31.18705433,735,61,6,86,1,4
青浦,徐泾,瑞和明庭西区,121.2384416,31.18702058,1001,140,0,32,1,0
徐汇,龙华,煤科公寓,121.4516333,31.18688627,379,182,5,98,0,4
浦东,北蔡,大华锦绣华城(二街区),121.5295674,31.18686449,609,129,1,100,2,8
徐汇,田林,华鼎广场,121.438457,31.18648389,539,222,7,111,2,5
徐汇,徐汇滨江,保利西岸,121.4623956,31.18644273,480,115,5,80,1,0
浦东,世博,雪野二村,121.5051177,31.18608121,256,41,11,70,1,2
闵行,金汇,金汇花园四街坊,121.381872,31.18596883,556,309,7,96,3,3
青浦,徐泾,通用昱慧苑,121.255047,31.185865,586,435,1,34,1,0
浦东,川沙,川虹新苑,121.7214861,31.18580749,1001,154,0,12,0,0
徐汇,龙华,协昌小区,121.4506936,31.18579606,262,94,4,105,0,5
徐汇,龙华,宛南六村,121.4515517,31.18571049,343,51,5,98,0,5
青浦,徐泾,海棠馨苑南区,121.2497963,31.18565697,515,134,1,29,1,1
青浦,徐泾,中核锦悦府,121.293849,31.18536989,288,174,1,46,0,1
闵行,金汇,金坤花园,121.3796867,31.18527374,342,312,7,81,3,3
徐汇,斜土路,肇嘉浜路107弄,121.449621,31.18520083,165,46,3,104,0,4
徐汇,徐汇滨江,尚海湾豪庭,121.4655284,31.18511255,656,364,5,78,1,0
青浦,徐泾,馨浦苑西区,121.2450323,31.1848695,506,133,1,23,1,1
浦东,北蔡,陆家嘴锦绣里,121.555804,31.184793,337,348,4,53,1,1
浦东,世博,齐七小区,121.518197,31.184706,701,174,2,86,1,2
浦东,张江,万科翡翠公园（商用）,121.614804,31.184602,589,134,3,98,1,0
浦东,张江,东郊紫园,121.630705,31.184424,969,229,0,52,0,0
浦东,世博,昌五小区,121.52395,31.184382,873,112,1,93,1,2
徐汇,龙华,申航小区,121.4480469,31.18436215,137,100,5,99,1,6
浦东,世博,齐八小区,121.5198146,31.18434311,682,190,2,93,1,2
闵行,龙柏,龙柏三村,121.3757172,31.18420938,154,115,8,84,3,2
浦东,世博,上南五村,121.5051985,31.18418899,379,40,9,73,1,2
徐汇,田林,钦州花苑,121.4330029,31.18414945,937,224,5,107,2,4
